"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 20 10:30:57 GMT 2024","Tue Feb 20 10:30:58 GMT 2024","266","tests","create_users_test","TestCreateUser","","","1.1 POST Create user",""
"skipped","Tue Feb 20 10:31:01 GMT 2024","Tue Feb 20 10:31:01 GMT 2024","290","tests","create_users_test","TestCreateUser","","","2.8 POST Create user get to http",""
"skipped","Tue Feb 20 10:31:01 GMT 2024","Tue Feb 20 10:31:01 GMT 2024","251","tests","create_users_test","TestCreateUser","","","2.7 POST Create user as {0}",""
"skipped","Tue Feb 20 10:30:59 GMT 2024","Tue Feb 20 10:30:59 GMT 2024","0","tests","create_users_test","TestCreateUser","","","test_post_create_user_key_value_is_in_response[name]",""
"skipped","Tue Feb 20 10:31:00 GMT 2024","Tue Feb 20 10:31:00 GMT 2024","261","tests","create_users_test","TestCreateUser","","","2.5 POST Create user with None job",""
"skipped","Tue Feb 20 10:30:58 GMT 2024","Tue Feb 20 10:30:59 GMT 2024","251","tests","create_users_test","TestCreateUser","","","1.3.3 Check response has key name",""
"passed","Tue Feb 20 10:30:58 GMT 2024","Tue Feb 20 10:30:58 GMT 2024","256","tests","create_users_test","TestCreateUser","","","1.3.1 Check response has key id",""
"passed","Tue Feb 20 10:30:58 GMT 2024","Tue Feb 20 10:30:58 GMT 2024","253","tests","create_users_test","TestCreateUser","","","1.2 Check format is json",""
"skipped","Tue Feb 20 10:31:00 GMT 2024","Tue Feb 20 10:31:00 GMT 2024","252","tests","create_users_test","TestCreateUser","","","2.3 POST Create user without job",""
"passed","Tue Feb 20 10:30:58 GMT 2024","Tue Feb 20 10:30:58 GMT 2024","254","tests","create_users_test","TestCreateUser","","","1.3.2 Check response has key createdAt",""
"passed","Tue Feb 20 10:30:59 GMT 2024","Tue Feb 20 10:30:59 GMT 2024","63","tests","create_users_test","TestCreateUser","","","2.1 GET Send request get with body",""
"passed","Tue Feb 20 10:30:59 GMT 2024","Tue Feb 20 10:30:59 GMT 2024","240","tests","create_users_test","TestCreateUser","","","1.5 POST Create user response is not empty",""
"skipped","Tue Feb 20 10:31:00 GMT 2024","Tue Feb 20 10:31:00 GMT 2024","254","tests","create_users_test","TestCreateUser","","","2.4 POST Create user without name",""
"skipped","Tue Feb 20 10:30:59 GMT 2024","Tue Feb 20 10:31:00 GMT 2024","253","tests","create_users_test","TestCreateUser","","","2.2 POST Create user without request body",""
"skipped","Tue Feb 20 10:31:00 GMT 2024","Tue Feb 20 10:31:01 GMT 2024","248","tests","create_users_test","TestCreateUser","","","2.6 POST Create user with None name",""
"skipped","Tue Feb 20 10:30:59 GMT 2024","Tue Feb 20 10:30:59 GMT 2024","250","tests","create_users_test","TestCreateUser","","","1.3.4 Check response has key job",""
"skipped","Tue Feb 20 10:30:59 GMT 2024","Tue Feb 20 10:30:59 GMT 2024","0","tests","create_users_test","TestCreateUser","","","test_post_create_user_key_value_is_in_response[job]",""
