"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Feb 20 00:23:44 GMT 2024","Tue Feb 20 00:23:44 GMT 2024","65","tests","create_users_test","TestCreateUser","","","POST Create user get to http",""
"skipped","Tue Feb 20 00:23:44 GMT 2024","Tue Feb 20 00:23:44 GMT 2024","230","tests","create_users_test","TestCreateUser","","","POST Create user as {0}",""
"passed","Tue Feb 20 00:23:40 GMT 2024","Tue Feb 20 00:23:41 GMT 2024","239","tests","create_users_test","TestCreateUser","","","Check format is json",""
"passed","Tue Feb 20 00:23:40 GMT 2024","Tue Feb 20 00:23:40 GMT 2024","260","tests","create_users_test","TestCreateUser","","","POST Create user",""
"skipped","Tue Feb 20 00:23:41 GMT 2024","Tue Feb 20 00:23:41 GMT 2024","241","tests","create_users_test","TestCreateUser","","","Check response has key job",""
"skipped","Tue Feb 20 00:23:43 GMT 2024","Tue Feb 20 00:23:43 GMT 2024","250","tests","create_users_test","TestCreateUser","","","POST Create user with None name",""
"skipped","Tue Feb 20 00:23:42 GMT 2024","Tue Feb 20 00:23:42 GMT 2024","257","tests","create_users_test","TestCreateUser","","","Check response has key job",""
"skipped","Tue Feb 20 00:23:43 GMT 2024","Tue Feb 20 00:23:43 GMT 2024","242","tests","create_users_test","TestCreateUser","","","POST Create user with None job",""
"skipped","Tue Feb 20 00:23:43 GMT 2024","Tue Feb 20 00:23:43 GMT 2024","245","tests","create_users_test","TestCreateUser","","","POST Create user without job",""
"passed","Tue Feb 20 00:23:41 GMT 2024","Tue Feb 20 00:23:41 GMT 2024","240","tests","create_users_test","TestCreateUser","","","Check response has key job",""
"skipped","Tue Feb 20 00:23:42 GMT 2024","Tue Feb 20 00:23:43 GMT 2024","249","tests","create_users_test","TestCreateUser","","","POST Create user without request body",""
"skipped","Tue Feb 20 00:23:43 GMT 2024","Tue Feb 20 00:23:43 GMT 2024","241","tests","create_users_test","TestCreateUser","","","POST Create user without name",""
"passed","Tue Feb 20 00:23:41 GMT 2024","Tue Feb 20 00:23:41 GMT 2024","231","tests","create_users_test","TestCreateUser","","","Check response has key job",""
"skipped","Tue Feb 20 00:23:41 GMT 2024","Tue Feb 20 00:23:42 GMT 2024","230","tests","create_users_test","TestCreateUser","","","Check response has key job",""
"passed","Tue Feb 20 00:23:44 GMT 2024","Tue Feb 20 00:23:44 GMT 2024","237","tests","create_users_test","TestCreateUser","","","POST Create user response is not empty",""
"passed","Tue Feb 20 00:23:42 GMT 2024","Tue Feb 20 00:23:42 GMT 2024","63","tests","create_users_test","TestCreateUser","","","GET Send request get with body",""
"skipped","Tue Feb 20 00:23:42 GMT 2024","Tue Feb 20 00:23:42 GMT 2024","247","tests","create_users_test","TestCreateUser","","","Check response has key job",""
