"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Feb 20 12:39:34 GMT 2024","Tue Feb 20 12:39:34 GMT 2024","359","tests","create_users_test","TestCreateUser","","","1.3.4 Check response has key job",""
"skipped","Tue Feb 20 12:39:37 GMT 2024","Tue Feb 20 12:39:37 GMT 2024","93","tests","create_users_test","TestCreateUser","","","2.8 POST Create user get to http",""
"skipped","Tue Feb 20 12:39:36 GMT 2024","Tue Feb 20 12:39:36 GMT 2024","350","tests","create_users_test","TestCreateUser","","","2.4 POST Create user without name",""
"skipped","Tue Feb 20 12:39:36 GMT 2024","Tue Feb 20 12:39:36 GMT 2024","392","tests","create_users_test","TestCreateUser","","","2.3 POST Create user without job",""
"skipped","Tue Feb 20 12:39:37 GMT 2024","Tue Feb 20 12:39:37 GMT 2024","352","tests","create_users_test","TestCreateUser","","","2.7 POST Create user as {0}",""
"skipped","Tue Feb 20 12:39:36 GMT 2024","Tue Feb 20 12:39:37 GMT 2024","367","tests","create_users_test","TestCreateUser","","","2.5 POST Create user with None job",""
"passed","Tue Feb 20 12:39:35 GMT 2024","Tue Feb 20 12:39:35 GMT 2024","384","tests","create_users_test","TestCreateUser","","","1.5 POST Create user response is not empty",""
"passed","Tue Feb 20 12:39:33 GMT 2024","Tue Feb 20 12:39:33 GMT 2024","356","tests","create_users_test","TestCreateUser","","","1.3.2 Check response has key createdAt",""
"skipped","Tue Feb 20 12:39:34 GMT 2024","Tue Feb 20 12:39:35 GMT 2024","371","tests","create_users_test","TestCreateUser","","","1.4.1 Check key value jobin response",""
"skipped","Tue Feb 20 12:39:37 GMT 2024","Tue Feb 20 12:39:37 GMT 2024","361","tests","create_users_test","TestCreateUser","","","2.6 POST Create user with None name",""
"passed","Tue Feb 20 12:39:31 GMT 2024","Tue Feb 20 12:39:32 GMT 2024","795","tests","create_users_test","TestCreateUser","","","1.1 POST Create user",""
"passed","Tue Feb 20 12:39:32 GMT 2024","Tue Feb 20 12:39:32 GMT 2024","369","tests","create_users_test","TestCreateUser","","","1.2 Check format is json",""
"skipped","Tue Feb 20 12:39:34 GMT 2024","Tue Feb 20 12:39:34 GMT 2024","420","tests","create_users_test","TestCreateUser","","","1.4.2 Check key value namein response",""
"skipped","Tue Feb 20 12:39:35 GMT 2024","Tue Feb 20 12:39:36 GMT 2024","362","tests","create_users_test","TestCreateUser","","","2.2 POST Create user without request body",""
"skipped","Tue Feb 20 12:39:33 GMT 2024","Tue Feb 20 12:39:34 GMT 2024","365","tests","create_users_test","TestCreateUser","","","1.3.3 Check response has key name",""
"passed","Tue Feb 20 12:39:32 GMT 2024","Tue Feb 20 12:39:33 GMT 2024","352","tests","create_users_test","TestCreateUser","","","1.3.1 Check response has key id",""
"passed","Tue Feb 20 12:39:35 GMT 2024","Tue Feb 20 12:39:35 GMT 2024","67","tests","create_users_test","TestCreateUser","","","2.1 GET Send request get with body",""
