"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Feb 20 09:21:57 GMT 2024","Tue Feb 20 09:21:57 GMT 2024","1","tests","create_users_test","TestCreateUser","","","test_post_create_user_key_value_is_in_response[name]",""
"passed","Tue Feb 20 09:21:55 GMT 2024","Tue Feb 20 09:21:56 GMT 2024","254","tests","create_users_test","TestCreateUser","","","1.2 Check format is json",""
"skipped","Tue Feb 20 09:21:59 GMT 2024","Tue Feb 20 09:21:59 GMT 2024","95","tests","create_users_test","TestCreateUser","","","2.8 POST Create user get to http",""
"passed","Tue Feb 20 09:21:56 GMT 2024","Tue Feb 20 09:21:56 GMT 2024","254","tests","create_users_test","TestCreateUser","","","1.3.1 Check response has key id",""
"passed","Tue Feb 20 09:21:57 GMT 2024","Tue Feb 20 09:21:57 GMT 2024","235","tests","create_users_test","TestCreateUser","","","1.5 POST Create user response is not empty",""
"passed","Tue Feb 20 09:21:57 GMT 2024","Tue Feb 20 09:21:57 GMT 2024","60","tests","create_users_test","TestCreateUser","","","2.1 GET Send request get with body",""
"passed","Tue Feb 20 09:21:55 GMT 2024","Tue Feb 20 09:21:55 GMT 2024","268","tests","create_users_test","TestCreateUser","","","1.1 POST Create user",""
"skipped","Tue Feb 20 09:21:57 GMT 2024","Tue Feb 20 09:21:57 GMT 2024","242","tests","create_users_test","TestCreateUser","","","2.2 POST Create user without request body",""
"skipped","Tue Feb 20 09:21:57 GMT 2024","Tue Feb 20 09:21:57 GMT 2024","0","tests","create_users_test","TestCreateUser","","","test_post_create_user_key_value_is_in_response[job]",""
"skipped","Tue Feb 20 09:21:56 GMT 2024","Tue Feb 20 09:21:56 GMT 2024","257","tests","create_users_test","TestCreateUser","","","1.3.3 Check response has key name",""
"skipped","Tue Feb 20 09:21:58 GMT 2024","Tue Feb 20 09:21:58 GMT 2024","249","tests","create_users_test","TestCreateUser","","","2.5 POST Create user with None job",""
"skipped","Tue Feb 20 09:21:58 GMT 2024","Tue Feb 20 09:21:58 GMT 2024","255","tests","create_users_test","TestCreateUser","","","2.4 POST Create user without name",""
"skipped","Tue Feb 20 09:21:57 GMT 2024","Tue Feb 20 09:21:58 GMT 2024","249","tests","create_users_test","TestCreateUser","","","2.3 POST Create user without job",""
"skipped","Tue Feb 20 09:21:58 GMT 2024","Tue Feb 20 09:21:58 GMT 2024","263","tests","create_users_test","TestCreateUser","","","2.6 POST Create user with None name",""
"skipped","Tue Feb 20 09:21:57 GMT 2024","Tue Feb 20 09:21:57 GMT 2024","238","tests","create_users_test","TestCreateUser","","","1.3.4 Check response has key job",""
"passed","Tue Feb 20 09:21:56 GMT 2024","Tue Feb 20 09:21:56 GMT 2024","249","tests","create_users_test","TestCreateUser","","","1.3.2 Check response has key createdAt",""
"skipped","Tue Feb 20 09:21:58 GMT 2024","Tue Feb 20 09:21:59 GMT 2024","245","tests","create_users_test","TestCreateUser","","","2.7 POST Create user as {0}",""
